year,agegroup,sex,race3,educ,deaths,pop,mortality_rate
2012,65-69,2,1,2,45.0023149692278,45080.7417254895,0.000998260304660928
2012,65-69,2,2,1,2515.88940634876,1394025.50625027,0.00180476569120758
2012,65-69,2,2,2,138.620065128382,173746.999036368,0.000797827104336727
2012,70-74,1,1,1,3070.75952854425,805111.374813826,0.00381408041745074
2012,70-74,1,1,2,61.1857440307697,23544.0441224931,0.00259877800570018
2012,70-74,1,2,1,4291.15275525326,831218.07798954,0.00516248728087367
2012,70-74,1,2,2,388.922301855327,110429.503074142,0.00352190575008026
2012,70-74,2,1,1,2196.97484728263,934590.506743103,0.00235073524867991
2012,70-74,2,1,2,27.7618877887524,23324.0755656296,0.00119026744321058
2012,70-74,2,2,1,3141.2236202033,1147095.4530828,0.00273841519619079
2012,70-74,2,2,2,122.775476215846,99641.9646084643,0.00123216635378762
2012,75-79,1,1,1,2585.46013451251,520126.162352072,0.00497083269724552
2012,75-79,1,1,2,51.9881635679318,10977.9843209838,0.00473567478763469
2012,75-79,1,2,1,4301.90241875655,593972.316381214,0.00724259750852694
2012,75-79,1,2,2,380.849894693689,65845.536945731,0.00578398950573644
2012,75-79,2,1,1,2223.80131058108,634932.110548387,0.00350242376095989
2012,75-79,2,1,2,25.3858597098297,10497.2456333915,0.00241833530398469
2012,75-79,2,2,1,3746.7732799084,901705.978825953,0.00415520509777123
2012,75-79,2,2,2,134.095043701985,59179.6649922696,0.00226589730981919
2012,80+,1,1,1,4421.96087713796,535129.664636956,0.00826334469821987
2012,80+,1,1,2,81.9593096254937,8812.09246503557,0.00930077730694385
2012,80+,1,2,1,7230.50688750992,623612.268245093,0.011594555231983
2012,80+,1,2,2,731.349692352152,62639.9746529163,0.0116754468117924
2012,80+,2,1,1,4937.19180852318,734637.27792633,0.00672058437118718
2012,80+,2,1,2,33.041695501056,7087.62373000603,0.00466188623433427
2012,80+,2,2,1,10156.9150723805,1171108.07648954,0.00867291010649203
2012,80+,2,2,2,369.575684250865,61044.0218541262,0.0060542486065879
2013,00-04,1,1,1,0,4017759.8645479,0
2013,00-04,1,1,2,0,0,0
2013,00-04,1,2,1,0,3431577.1354521,0
2013,00-04,1,2,2,0,0,0
2013,00-04,2,1,1,0,3784201.55418642,0
2013,00-04,2,1,2,0,0,0
2013,00-04,2,2,1,0,3333631.44581358,0
2013,00-04,2,2,2,0,0,0
2013,05-09,1,1,1,3.00557659605539,4565225.33706007,6.58363251350683e-07
2013,05-09,1,1,2,0,0,0
